airport,apparentTemperature,cloudCover,daily icon,daily summary,dewPoint,epoch_time,humidity,icon,latitude,longitude,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
ATL,64.78,0.0,clear-day,Clear throughout the day.,45.1,1493728200,0.49,clear-night,33.636667,-84.428056,,0.0,0.0,,1016.51,Clear,64.78,1493776800,0.0,3.26,272.0,1.34,0.25
ATL,60.85,0.0,clear-day,Clear throughout the day.,46.58,1493728200,0.59,clear-night,33.636667,-84.428056,,0.0,0.0,,1017.13,Clear,60.85,1493780400,0.0,4.12,248.0,1.19,0.06
ATL,58.7,0.0,partly-cloudy-day,Partly cloudy in the evening.,47.37,1493814600,0.66,clear-night,33.636667,-84.428056,,0.0,0.0,,1017.38,Clear,58.7,1493784000,0.0,5.02,22.0,0.89,0.05
ATL,55.92,0.0,partly-cloudy-day,Partly cloudy in the evening.,48.24,1493814600,0.75,clear-night,33.636667,-84.428056,,0.0,0.0,,1017.24,Clear,55.92,1493787600,0.0,10.0,,0.0,0.0
ATL,55.37,0.0,partly-cloudy-day,Partly cloudy in the evening.,48.14,1493814600,0.77,clear-night,33.636667,-84.428056,,0.0,0.0,,1016.96,Clear,55.37,1493791200,0.0,4.49,213.0,0.22,0.06
ATL,54.0,0.0,partly-cloudy-day,Partly cloudy in the evening.,48.09,1493814600,0.8,clear-night,33.636667,-84.428056,,0.0,0.0,,1016.75,Clear,54.0,1493794800,0.0,4.54,,0.19,0.0
ATL,52.94,0.0,partly-cloudy-day,Partly cloudy in the evening.,47.83,1493814600,0.83,clear-night,33.636667,-84.428056,,0.0,0.0,,1016.71,Clear,52.94,1493798400,0.0,4.58,282.0,0.26,0.08
ATL,52.25,0.0,partly-cloudy-day,Partly cloudy in the evening.,47.47,1493814600,0.84,clear-night,33.636667,-84.428056,,0.0,0.0,,1016.89,Clear,52.25,1493802000,0.0,4.18,270.0,0.72,0.01
ATL,51.26,0.0,partly-cloudy-day,Partly cloudy in the evening.,47.51,1493814600,0.87,clear-night,33.636667,-84.428056,,0.0,0.0,,1017.0,Clear,51.26,1493805600,0.0,3.99,3.0,1.18,0.04
ATL,50.94,0.08,partly-cloudy-day,Partly cloudy in the evening.,47.39,1493814600,0.88,clear-day,33.636667,-84.428056,,0.0,0.0,,1017.39,Clear,50.94,1493809200,0.0,3.87,6.0,1.13,0.06
ATL,52.97,0.03,partly-cloudy-day,Partly cloudy in the evening.,48.78,1493814600,0.86,clear-day,33.636667,-84.428056,,0.0,0.0,,1017.86,Clear,52.97,1493812800,0.0,4.0,44.0,1.22,0.03
ATL,63.21,0.03,partly-cloudy-day,Partly cloudy in the evening.,52.32,1493814600,0.68,clear-day,33.636667,-84.428056,,0.0,0.0,,1018.23,Clear,63.21,1493816400,2.0,4.55,333.0,1.52,0.11
ATL,71.02,0.0,partly-cloudy-day,Partly cloudy in the evening.,51.53,1493814600,0.5,clear-day,33.636667,-84.428056,,0.0,0.0,,1018.36,Clear,71.02,1493820000,4.0,4.27,14.0,2.6,0.43
ATL,76.01,0.0,partly-cloudy-day,Partly cloudy in the evening.,48.86,1493814600,0.38,clear-day,33.636667,-84.428056,,0.0,0.0,,1018.23,Clear,76.01,1493823600,7.0,3.71,22.0,3.47,0.36
ATL,78.46,0.0,partly-cloudy-day,Partly cloudy in the evening.,47.1,1493814600,0.33,clear-day,33.636667,-84.428056,,0.0,0.0,,1017.9,Clear,78.46,1493827200,9.0,3.88,233.0,4.25,0.24
ATL,80.52,0.0,partly-cloudy-day,Partly cloudy in the evening.,46.39,1493814600,0.3,clear-day,33.636667,-84.428056,,0.0,0.0,,1016.79,Clear,80.52,1493830800,10.0,3.59,154.0,5.79,0.7
ATL,82.02,0.0,partly-cloudy-day,Partly cloudy in the evening.,46.13,1493814600,0.28,clear-day,33.636667,-84.428056,,0.0,0.0,,1014.92,Clear,82.02,1493834400,10.0,4.05,152.0,6.41,1.71
ATL,83.21,0.06,partly-cloudy-day,Partly cloudy in the evening.,45.98,1493814600,0.27,clear-day,33.636667,-84.428056,,0.0,0.0,,1015.15,Clear,83.21,1493838000,9.0,3.68,173.0,7.41,1.95
ATL,83.6,0.06,partly-cloudy-day,Partly cloudy in the evening.,46.32,1493814600,0.27,clear-day,33.636667,-84.428056,,0.0,0.0,,1014.88,Clear,83.6,1493841600,7.0,3.72,175.0,7.75,2.31
ATL,83.42,0.23,partly-cloudy-day,Partly cloudy in the evening.,47.51,1493814600,0.29,clear-day,33.636667,-84.428056,,0.0,0.0,,1014.44,Clear,83.42,1493845200,4.0,3.34,176.0,7.17,2.68
ATL,82.59,0.25,partly-cloudy-day,Partly cloudy in the evening.,48.24,1493814600,0.3,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1014.42,Partly Cloudy,82.59,1493848800,2.0,3.72,178.0,6.96,3.07
ATL,80.4,0.31,partly-cloudy-day,Partly cloudy in the evening.,49.37,1493814600,0.34,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1014.51,Partly Cloudy,80.4,1493852400,1.0,3.71,168.0,4.23,1.55
ATL,77.41,0.31,partly-cloudy-day,Partly cloudy in the evening.,50.96,1493814600,0.4,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1013.87,Partly Cloudy,77.41,1493856000,0.0,4.0,143.0,2.19,0.93
ATL,73.06,0.31,partly-cloudy-day,Partly cloudy in the evening.,51.91,1493814600,0.48,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1013.6,Partly Cloudy,73.06,1493859600,0.0,4.56,118.0,1.45,0.4
ATL,69.91,0.0,partly-cloudy-day,Partly cloudy in the evening.,53.19,1493814600,0.55,clear-night,33.636667,-84.428056,,0.0,0.0,,1013.64,Clear,69.91,1493863200,0.0,2.94,114.0,1.27,0.41
ATL,69.33,0.31,partly-cloudy-day,Partly cloudy in the evening.,52.89,1493814600,0.56,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1013.81,Partly Cloudy,69.33,1493866800,0.0,3.19,133.0,1.53,0.84
ATL,69.42,0.0,rain,"Rain until afternoon, starting again overnight.",52.47,1493901000,0.55,clear-night,33.636667,-84.428056,,0.0,0.0,,1013.36,Clear,69.42,1493870400,0.0,3.19,133.0,1.96,1.26
ATL,70.1,0.08,rain,"Rain until afternoon, starting again overnight.",51.28,1493901000,0.51,clear-night,33.636667,-84.428056,,0.0,0.0,,1012.34,Clear,70.1,1493874000,0.0,2.96,138.0,6.01,2.91
ATL,70.9,0.13,rain,"Rain until afternoon, starting again overnight.",49.98,1493901000,0.48,clear-night,33.636667,-84.428056,,0.0,0.0,,1012.37,Clear,70.9,1493877600,0.0,3.19,160.0,7.35,2.85
ATL,69.91,0.77,rain,"Rain until afternoon, starting again overnight.",49.89,1493901000,0.49,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1011.62,Mostly Cloudy,69.91,1493881200,0.0,3.85,165.0,7.03,2.78
ATL,68.63,1.0,rain,"Rain until afternoon, starting again overnight.",50.61,1493901000,0.53,cloudy,33.636667,-84.428056,,0.0,0.0,,1011.81,Overcast,68.63,1493884800,0.0,3.46,184.0,3.9,1.06
ATL,65.61,1.0,rain,"Rain until afternoon, starting again overnight.",54.29,1493901000,0.67,cloudy,33.636667,-84.428056,,0.0,0.0,,1012.99,Overcast,65.61,1493888400,0.0,3.48,234.0,3.67,1.52
ATL,61.8,1.0,rain,"Rain until afternoon, starting again overnight.",56.02,1493901000,0.81,cloudy,33.636667,-84.428056,,0.0033,0.39,rain,1013.61,Overcast,61.8,1493892000,0.0,3.32,243.0,4.56,1.88
ATL,60.02,1.0,rain,"Rain until afternoon, starting again overnight.",57.06,1493901000,0.9,rain,33.636667,-84.428056,,0.0169,0.76,rain,1012.96,Light Rain,60.02,1493895600,0.0,2.54,206.0,2.49,1.03
ATL,59.61,1.0,rain,"Rain until afternoon, starting again overnight.",57.54,1493901000,0.93,rain,33.636667,-84.428056,,0.0248,0.9,rain,1012.88,Light Rain,59.58,1493899200,0.0,2.3,154.0,2.77,1.09
ATL,59.86,1.0,rain,"Rain until afternoon, starting again overnight.",58.26,1493901000,0.95,rain,33.636667,-84.428056,,0.0417,1.0,rain,1012.19,Light Rain,59.73,1493902800,1.0,2.04,122.0,4.02,1.49
ATL,60.04,1.0,rain,"Rain until afternoon, starting again overnight.",58.69,1493901000,0.96,rain,33.636667,-84.428056,,0.0523,1.0,rain,1011.08,Light Rain,59.85,1493906400,3.0,1.77,121.0,4.43,1.94
ATL,60.17,1.0,rain,"Rain until afternoon, starting again overnight.",59.02,1493901000,0.97,rain,33.636667,-84.428056,,0.097,1.0,rain,1010.45,Rain,59.93,1493910000,4.0,1.58,128.0,8.0,3.28
ATL,60.19,1.0,rain,"Rain until afternoon, starting again overnight.",58.99,1493901000,0.97,rain,33.636667,-84.428056,,0.129,1.0,rain,1007.4,Rain,59.95,1493913600,4.0,2.38,116.0,13.71,4.62
ATL,62.87,0.96,rain,"Rain until afternoon, starting again overnight.",60.55,1493901000,0.93,rain,33.636667,-84.428056,,0.0479,0.87,rain,1007.0,Light Rain,62.54,1493917200,5.0,2.98,116.0,11.98,4.65
ATL,64.87,1.0,rain,"Rain until afternoon, starting again overnight.",61.4,1493901000,0.9,cloudy,33.636667,-84.428056,,0.0063,0.34,rain,1006.32,Overcast,64.5,1493920800,5.0,3.56,127.0,12.44,5.32
ATL,65.43,1.0,rain,"Rain until afternoon, starting again overnight.",62.04,1493901000,0.9,cloudy,33.636667,-84.428056,,0.0016,0.24,rain,1005.53,Overcast,65.0,1493924400,4.0,2.97,133.0,9.85,3.76
ATL,65.24,1.0,rain,"Rain until afternoon, starting again overnight.",63.09,1493901000,0.95,rain,33.636667,-84.428056,,0.0353,0.93,rain,1003.87,Light Rain,64.63,1493928000,4.0,2.42,147.0,8.78,3.15
ATL,65.95,1.0,rain,"Rain until afternoon, starting again overnight.",63.86,1493901000,0.95,rain,33.636667,-84.428056,,0.0492,0.99,rain,1002.86,Light Rain,65.25,1493931600,3.0,3.76,162.0,8.27,3.0
ATL,67.02,0.97,rain,"Rain until afternoon, starting again overnight.",64.27,1493901000,0.93,cloudy,33.636667,-84.428056,,0.013,0.64,rain,1002.39,Overcast,66.31,1493935200,2.0,3.94,177.0,8.26,3.31
ATL,67.52,0.9,rain,"Rain until afternoon, starting again overnight.",64.38,1493901000,0.92,partly-cloudy-day,33.636667,-84.428056,,0.001,0.13,rain,1001.88,Mostly Cloudy,66.82,1493938800,1.0,4.38,157.0,6.77,3.0
ATL,66.81,0.93,rain,"Rain until afternoon, starting again overnight.",63.67,1493901000,0.92,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1002.07,Mostly Cloudy,66.19,1493942400,0.0,3.24,164.0,6.43,2.53
ATL,65.45,0.93,rain,"Rain until afternoon, starting again overnight.",62.99,1493901000,0.94,partly-cloudy-night,33.636667,-84.428056,,0.0104,0.3,rain,1001.44,Mostly Cloudy,64.86,1493946000,0.0,2.82,183.0,8.0,3.01
ATL,59.57,1.0,rain,"Rain until afternoon, starting again overnight.",58.18,1493901000,0.96,rain,33.636667,-84.428056,,0.1368,0.81,rain,1002.86,Rain,59.43,1493949600,0.0,2.33,255.0,6.87,2.39
ATL,58.83,1.0,rain,"Rain until afternoon, starting again overnight.",57.69,1493901000,0.96,rain,33.636667,-84.428056,,0.1411,1.0,rain,1002.64,Rain,58.73,1493953200,0.0,3.35,273.0,3.43,1.24
ATL,57.09,0.96,cloudy,Overcast throughout the day.,55.76,1493987400,0.95,rain,33.636667,-84.428056,,0.0258,1.0,rain,1002.05,Light Rain,57.09,1493956800,0.0,3.47,253.0,4.35,2.17
ATL,54.95,0.76,cloudy,Overcast throughout the day.,53.86,1493987400,0.96,partly-cloudy-night,33.636667,-84.428056,,0.0035,0.54,rain,1001.52,Mostly Cloudy,54.95,1493960400,0.0,3.62,249.0,3.69,1.71
ATL,53.85,0.7,cloudy,Overcast throughout the day.,52.75,1493987400,0.96,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1001.0,Mostly Cloudy,53.85,1493964000,0.0,3.76,239.0,5.64,2.39
ATL,52.87,0.89,cloudy,Overcast throughout the day.,51.31,1493987400,0.94,partly-cloudy-night,33.636667,-84.428056,,0.0002,0.06,rain,1001.29,Mostly Cloudy,52.87,1493967600,0.0,3.75,235.0,8.05,3.19
ATL,51.23,0.96,cloudy,Overcast throughout the day.,49.39,1493987400,0.93,cloudy,33.636667,-84.428056,,0.0004,0.07,rain,1001.1,Overcast,51.23,1493971200,0.0,3.85,237.0,7.28,2.69
ATL,50.36,1.0,cloudy,Overcast throughout the day.,48.29,1493987400,0.93,cloudy,33.636667,-84.428056,,0.0,0.0,,1001.18,Overcast,50.36,1493974800,0.0,3.19,239.0,6.25,2.83
ATL,49.15,1.0,cloudy,Overcast throughout the day.,47.14,1493987400,0.93,cloudy,33.636667,-84.428056,,0.0006,0.14,rain,1000.96,Overcast,49.15,1493978400,0.0,3.43,240.0,6.47,2.78
ATL,48.64,1.0,cloudy,Overcast throughout the day.,46.24,1493987400,0.91,cloudy,33.636667,-84.428056,,0.0003,0.09,rain,1000.76,Overcast,48.64,1493982000,0.0,3.6,246.0,6.42,2.75
ATL,48.8,1.0,cloudy,Overcast throughout the day.,46.4,1493987400,0.91,cloudy,33.636667,-84.428056,,0.0,0.0,,1001.57,Overcast,48.8,1493985600,0.0,3.1,219.0,5.14,2.21
ATL,49.11,1.0,cloudy,Overcast throughout the day.,47.18,1493987400,0.93,cloudy,33.636667,-84.428056,,0.0003,0.14,rain,1001.92,Overcast,49.11,1493989200,1.0,2.36,223.0,6.13,2.81
ATL,49.76,1.0,cloudy,Overcast throughout the day.,47.94,1493987400,0.93,cloudy,33.636667,-84.428056,,0.0022,0.36,rain,1001.58,Overcast,49.76,1493992800,3.0,2.06,229.0,5.46,2.42
ATL,50.8,1.0,cloudy,Overcast throughout the day.,48.43,1493987400,0.92,cloudy,33.636667,-84.428056,,0.0032,0.46,rain,1001.94,Overcast,50.8,1493996400,4.0,2.9,232.0,6.45,2.81
ATL,52.52,1.0,cloudy,Overcast throughout the day.,48.86,1493987400,0.87,cloudy,33.636667,-84.428056,,0.0032,0.38,rain,1001.96,Overcast,52.52,1494000000,4.0,2.82,236.0,8.07,3.2
ATL,53.1,1.0,cloudy,Overcast throughout the day.,48.85,1493987400,0.85,cloudy,33.636667,-84.428056,,0.0014,0.24,rain,1002.09,Overcast,53.1,1494003600,5.0,3.93,236.0,7.66,3.13
ATL,52.66,1.0,cloudy,Overcast throughout the day.,49.37,1493987400,0.89,cloudy,33.636667,-84.428056,,0.0032,0.4,rain,1002.42,Overcast,52.66,1494007200,5.0,2.57,241.0,9.35,3.85
ATL,52.33,1.0,cloudy,Overcast throughout the day.,49.82,1493987400,0.91,cloudy,33.636667,-84.428056,,0.0074,0.61,rain,1002.82,Overcast,52.33,1494010800,4.0,3.33,246.0,11.54,5.23
ATL,52.11,1.0,cloudy,Overcast throughout the day.,48.94,1493987400,0.89,cloudy,33.636667,-84.428056,,0.0064,0.69,rain,1003.14,Overcast,52.11,1494014400,4.0,2.47,244.0,10.39,4.46
ATL,51.92,1.0,cloudy,Overcast throughout the day.,48.57,1493987400,0.88,cloudy,33.636667,-84.428056,,0.0021,0.27,rain,1003.19,Overcast,51.92,1494018000,3.0,3.45,247.0,10.58,4.13
ATL,51.55,1.0,cloudy,Overcast throughout the day.,48.09,1493987400,0.88,cloudy,33.636667,-84.428056,,0.0006,0.12,rain,1003.49,Overcast,51.55,1494021600,2.0,3.82,253.0,10.67,4.91
ATL,51.0,1.0,cloudy,Overcast throughout the day.,48.27,1493987400,0.9,cloudy,33.636667,-84.428056,,0.0014,0.22,rain,1003.83,Overcast,51.0,1494025200,1.0,3.7,260.0,9.58,4.11
ATL,50.71,0.98,cloudy,Overcast throughout the day.,48.01,1493987400,0.9,cloudy,33.636667,-84.428056,,0.0005,0.07,rain,1003.93,Overcast,50.71,1494028800,0.0,3.36,266.0,9.84,4.22
ATL,50.24,0.92,cloudy,Overcast throughout the day.,47.24,1493987400,0.89,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1004.92,Mostly Cloudy,50.24,1494032400,0.0,3.67,278.0,10.09,3.77
ATL,48.51,0.84,cloudy,Overcast throughout the day.,46.18,1493987400,0.88,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1005.66,Mostly Cloudy,49.62,1494036000,0.0,3.91,293.0,9.71,3.9
ATL,47.87,0.78,cloudy,Overcast throughout the day.,45.21,1493987400,0.86,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1005.79,Mostly Cloudy,49.09,1494039600,0.0,3.74,304.0,10.64,3.92
ATL,47.29,0.81,partly-cloudy-night,Mostly cloudy starting in the evening.,43.86,1494073800,0.83,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1006.11,Mostly Cloudy,48.8,1494043200,0.0,3.6,302.0,11.88,4.28
ATL,47.42,0.85,partly-cloudy-night,Mostly cloudy starting in the evening.,43.58,1494073800,0.82,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1006.19,Mostly Cloudy,48.85,1494046800,0.0,3.25,295.0,10.55,4.16
ATL,47.49,1.0,partly-cloudy-night,Mostly cloudy starting in the evening.,44.01,1494073800,0.83,cloudy,33.636667,-84.428056,,0.0,0.0,,1006.32,Overcast,48.91,1494050400,0.0,2.86,292.0,10.49,4.17
ATL,47.42,0.85,partly-cloudy-night,Mostly cloudy starting in the evening.,44.09,1494073800,0.84,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1006.34,Mostly Cloudy,48.76,1494054000,0.0,3.46,299.0,10.45,4.02
ATL,47.38,0.83,partly-cloudy-night,Mostly cloudy starting in the evening.,44.1,1494073800,0.85,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1006.57,Mostly Cloudy,48.33,1494057600,0.0,3.34,286.0,9.73,3.45
ATL,46.35,0.65,partly-cloudy-night,Mostly cloudy starting in the evening.,43.83,1494073800,0.87,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1006.77,Mostly Cloudy,47.47,1494061200,0.0,3.97,287.0,7.42,3.51
ATL,45.69,0.26,partly-cloudy-night,Mostly cloudy starting in the evening.,43.89,1494073800,0.9,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1007.68,Partly Cloudy,46.6,1494064800,0.0,4.02,272.0,7.03,3.14
ATL,45.87,0.5,partly-cloudy-night,Mostly cloudy starting in the evening.,43.69,1494073800,0.92,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1008.58,Partly Cloudy,45.87,1494068400,0.0,3.96,271.0,5.53,2.73
ATL,45.47,0.16,partly-cloudy-night,Mostly cloudy starting in the evening.,44.28,1494073800,0.9,clear-day,33.636667,-84.428056,,0.0,0.0,,1009.38,Clear,46.94,1494072000,0.0,3.49,287.0,7.68,3.83
ATL,50.63,0.12,partly-cloudy-night,Mostly cloudy starting in the evening.,44.65,1494073800,0.8,clear-day,33.636667,-84.428056,,0.0,0.0,,1010.15,Clear,50.63,1494075600,2.0,4.1,293.0,10.01,4.12
ATL,54.29,0.1,partly-cloudy-night,Mostly cloudy starting in the evening.,44.52,1494073800,0.69,clear-day,33.636667,-84.428056,,0.0,0.0,,1010.63,Clear,54.29,1494079200,4.0,3.72,295.0,11.07,4.47
ATL,58.46,0.06,partly-cloudy-night,Mostly cloudy starting in the evening.,42.8,1494073800,0.56,clear-day,33.636667,-84.428056,,0.0,0.0,,1010.86,Clear,58.46,1494082800,6.0,3.65,298.0,13.43,5.46
ATL,62.01,0.0,partly-cloudy-night,Mostly cloudy starting in the evening.,41.61,1494073800,0.47,clear-day,33.636667,-84.428056,,0.0,0.0,,1010.45,Clear,62.01,1494086400,9.0,4.29,301.0,14.13,6.01
ATL,65.46,0.06,partly-cloudy-night,Mostly cloudy starting in the evening.,40.52,1494073800,0.4,clear-day,33.636667,-84.428056,,0.0,0.0,,1009.7,Clear,65.46,1494090000,10.0,3.9,286.0,13.49,4.31
ATL,67.8,0.06,partly-cloudy-night,Mostly cloudy starting in the evening.,40.69,1494073800,0.37,clear-day,33.636667,-84.428056,,0.0,0.0,,1008.88,Clear,67.8,1494093600,10.0,4.06,278.0,14.45,5.3
ATL,69.77,0.06,partly-cloudy-night,Mostly cloudy starting in the evening.,44.79,1494073800,0.41,clear-day,33.636667,-84.428056,,0.0,0.0,,1008.21,Clear,69.77,1494097200,9.0,2.79,267.0,16.8,5.79
ATL,71.21,0.08,partly-cloudy-night,Mostly cloudy starting in the evening.,46.0,1494073800,0.41,clear-day,33.636667,-84.428056,,0.0,0.0,,1007.33,Clear,71.21,1494100800,7.0,3.97,255.0,17.79,7.09
ATL,71.83,0.06,partly-cloudy-night,Mostly cloudy starting in the evening.,46.15,1494073800,0.4,clear-day,33.636667,-84.428056,,0.0,0.0,,1006.28,Clear,71.83,1494104400,4.0,3.53,250.0,18.98,6.81
ATL,71.77,0.07,partly-cloudy-night,Mostly cloudy starting in the evening.,45.24,1494073800,0.39,clear-day,33.636667,-84.428056,,0.0,0.0,,1005.9,Clear,71.77,1494108000,2.0,3.68,252.0,18.18,7.06
ATL,70.59,0.45,partly-cloudy-night,Mostly cloudy starting in the evening.,45.46,1494073800,0.41,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1005.77,Partly Cloudy,70.59,1494111600,1.0,3.68,254.0,18.14,6.74
ATL,69.08,0.68,partly-cloudy-night,Mostly cloudy starting in the evening.,46.19,1494073800,0.44,partly-cloudy-day,33.636667,-84.428056,,0.0,0.0,,1006.52,Mostly Cloudy,69.08,1494115200,0.0,3.02,262.0,12.6,3.69
ATL,63.3,0.8,partly-cloudy-night,Mostly cloudy starting in the evening.,50.93,1494073800,0.64,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1008.61,Mostly Cloudy,63.3,1494118800,0.0,4.0,300.0,7.42,2.38
ATL,60.71,0.98,partly-cloudy-night,Mostly cloudy starting in the evening.,52.52,1494073800,0.74,cloudy,33.636667,-84.428056,,0.0,0.0,,1009.53,Overcast,60.71,1494122400,0.0,3.95,328.0,4.86,1.96
ATL,58.33,0.92,partly-cloudy-night,Mostly cloudy starting in the evening.,51.17,1494073800,0.77,partly-cloudy-night,33.636667,-84.428056,,0.0003,0.07,rain,1010.9,Mostly Cloudy,58.33,1494126000,0.0,3.8,338.0,5.58,2.61
ATL,56.8,0.79,partly-cloudy-night,Mostly cloudy in the morning.,49.8,1494160200,0.77,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1011.75,Mostly Cloudy,56.8,1494129600,0.0,4.05,329.0,4.44,2.11
ATL,55.95,0.88,partly-cloudy-night,Mostly cloudy in the morning.,49.2,1494160200,0.78,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1012.11,Mostly Cloudy,55.95,1494133200,0.0,4.19,333.0,3.68,1.73
ATL,55.09,0.92,partly-cloudy-night,Mostly cloudy in the morning.,48.85,1494160200,0.79,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1012.62,Mostly Cloudy,55.09,1494136800,0.0,3.6,326.0,3.7,2.01
ATL,54.49,0.97,partly-cloudy-night,Mostly cloudy in the morning.,48.61,1494160200,0.8,cloudy,33.636667,-84.428056,,0.0,0.0,,1012.84,Overcast,54.49,1494140400,0.0,3.75,331.0,2.85,1.44
ATL,53.21,0.8,partly-cloudy-night,Mostly cloudy in the morning.,48.05,1494160200,0.83,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1012.96,Mostly Cloudy,53.21,1494144000,0.0,3.45,314.0,1.25,0.69
ATL,51.17,0.56,partly-cloudy-night,Mostly cloudy in the morning.,47.34,1494160200,0.87,partly-cloudy-night,33.636667,-84.428056,,0.0,0.0,,1013.2,Partly Cloudy,51.17,1494147600,0.0,3.26,301.0,1.18,0.46
ATL,49.38,0.23,partly-cloudy-night,Mostly cloudy in the morning.,46.6,1494160200,0.9,clear-night,33.636667,-84.428056,,0.0,0.0,,1013.42,Clear,49.38,1494151200,0.0,3.67,280.0,0.85,0.42
ATL,48.32,0.1,partly-cloudy-night,Mostly cloudy in the morning.,46.2,1494160200,0.92,clear-day,33.636667,-84.428056,,0.0,0.0,,1014.31,Clear,48.32,1494154800,0.0,3.51,312.0,1.04,0.39
ATL,50.66,0.05,partly-cloudy-night,Mostly cloudy in the morning.,47.67,1494160200,0.89,clear-day,33.636667,-84.428056,,0.0,0.0,,1015.31,Clear,50.66,1494158400,0.0,3.36,316.0,2.16,1.09
ATL,54.93,0.06,partly-cloudy-night,Mostly cloudy in the morning.,47.87,1494160200,0.77,clear-day,33.636667,-84.428056,,0.0,0.0,,1016.29,Clear,54.93,1494162000,2.0,3.94,339.0,6.41,2.9
ATL,58.4,0.06,partly-cloudy-night,Mostly cloudy in the morning.,43.26,1494160200,0.57,clear-day,33.636667,-84.428056,,0.0,0.0,,1016.89,Clear,58.4,1494165600,4.0,3.76,327.0,8.92,3.76
ATL,60.99,0.08,partly-cloudy-night,Mostly cloudy in the morning.,38.33,1494160200,0.43,clear-day,33.636667,-84.428056,,0.0,0.0,,1017.27,Clear,60.99,1494169200,6.0,3.96,326.0,8.38,3.52
ATL,63.35,0.0,partly-cloudy-night,Mostly cloudy in the morning.,35.89,1494160200,0.36,clear-day,33.636667,-84.428056,,0.0,0.0,,1017.35,Clear,63.35,1494172800,9.0,3.9,323.0,9.12,3.66
ATL,65.09,0.0,partly-cloudy-night,Mostly cloudy in the morning.,35.15,1494160200,0.33,clear-day,33.636667,-84.428056,,0.0,0.0,,1016.96,Clear,65.09,1494176400,11.0,3.31,317.0,10.01,3.56
ATL,66.61,0.0,partly-cloudy-night,Mostly cloudy in the morning.,35.25,1494160200,0.31,clear-day,33.636667,-84.428056,,0.0,0.0,,1016.49,Clear,66.61,1494180000,11.0,3.81,308.0,10.03,3.77
ATL,67.79,0.0,partly-cloudy-night,Mostly cloudy in the morning.,35.84,1494160200,0.31,clear-day,33.636667,-84.428056,,0.0,0.0,,1016.04,Clear,67.79,1494183600,9.0,4.01,306.0,11.04,3.8
ATL,68.88,0.06,partly-cloudy-night,Mostly cloudy in the morning.,36.73,1494160200,0.31,clear-day,33.636667,-84.428056,,0.0,0.0,,1015.5,Clear,68.88,1494187200,7.0,3.9,295.0,10.3,3.94
ATL,69.72,0.0,partly-cloudy-night,Mostly cloudy in the morning.,38.12,1494160200,0.31,clear-day,33.636667,-84.428056,,0.0,0.0,,1014.91,Clear,69.72,1494190800,4.0,3.72,302.0,9.7,3.9
ATL,69.54,0.0,partly-cloudy-night,Mostly cloudy in the morning.,38.45,1494160200,0.32,clear-day,33.636667,-84.428056,,0.0,0.0,,1014.87,Clear,69.54,1494194400,2.0,3.86,307.0,9.27,3.42
ATL,68.68,0.0,partly-cloudy-night,Mostly cloudy in the morning.,39.87,1494160200,0.35,clear-day,33.636667,-84.428056,,0.0,0.0,,1014.84,Clear,68.68,1494198000,1.0,3.46,311.0,6.95,3.09
ATL,66.42,0.0,partly-cloudy-night,Mostly cloudy in the morning.,41.26,1494160200,0.4,clear-day,33.636667,-84.428056,,0.0,0.0,,1014.93,Clear,66.42,1494201600,0.0,3.8,311.0,3.28,1.78
ATL,61.88,0.0,partly-cloudy-night,Mostly cloudy in the morning.,42.95,1494160200,0.5,clear-night,33.636667,-84.428056,,0.0,0.0,,1015.26,Clear,61.88,1494205200,0.0,4.22,287.0,1.26,0.56
ATL,58.06,0.0,partly-cloudy-night,Mostly cloudy in the morning.,44.22,1494160200,0.6,clear-night,33.636667,-84.428056,,0.0,0.0,,1015.85,Clear,58.06,1494208800,0.0,3.26,278.0,1.14,0.5
